880,0.60537,0.339401,1.646329,0.609758,0.451647,1.635755,0.614631,0.569778,1.625614,0.616288,0.446395,1.511261,0.625477,0.611237,1.391019,0.58288,0.765093,1.352576,0.603228,0.456898,1.760249,0.627039,0.619446,1.812511,0.606133,0.771634,1.799149,0.627986,0.683716,1.534285,0.598944,0.910419,1.453851,0.585071,1.131394,1.403414,0.615234,0.691343,1.696886,0.669914,0.89949,1.566912,0.72249,1.099631,1.441937,0.231798,0.432523,1.907467,0.225443,0.540526,1.855941,0.217302,0.652492,1.80372,0.262063,0.564775,1.950052,0.286391,0.68941,1.998519,0.311279,0.818766,1.88798,0.188823,0.516277,1.761829,0.16369,0.664111,1.626343,0.239553,0.775694,1.61843,0.227898,0.781237,1.812745,0.232606,1.011518,1.888653,0.232437,1.237696,1.885142,0.179698,0.750065,1.689723,0.225349,0.974903,1.64448,0.250515,1.194603,1.615021
881,0.602822,0.339795,1.649913,0.606951,0.452122,1.64188,0.611199,0.570397,1.635161,0.612695,0.448588,1.517099,0.607794,0.606455,1.385808,0.539722,0.74121,1.346087,0.601207,0.455656,1.766661,0.624589,0.617682,1.823181,0.602874,0.769805,1.814916,0.621308,0.685981,1.546954,0.587229,0.90951,1.454081,0.561486,1.125936,1.378231,0.61169,0.690983,1.710044,0.664545,0.901304,1.584959,0.715367,1.103536,1.464685,0.244075,0.432976,1.91012,0.238329,0.540559,1.856926,0.231368,0.652028,1.801705,0.272794,0.565748,1.953592,0.294955,0.695999,2.021139,0.324409,0.799937,1.872454,0.203863,0.515371,1.760261,0.181867,0.664097,1.623758,0.272921,0.751932,1.617681,0.244339,0.780429,1.80955,0.241492,1.012125,1.885801,0.240295,1.238449,1.879577,0.19911,0.747756,1.683155,0.2497,0.971111,1.63914,0.28898,1.18763,1.603841
882,0.600777,0.339914,1.656784,0.605916,0.452458,1.648309,0.610769,0.570719,1.641934,0.609345,0.449224,1.523222,0.597423,0.60455,1.385783,0.513013,0.723134,1.347272,0.602487,0.455693,1.773397,0.62788,0.61732,1.829026,0.606986,0.769714,1.823196,0.618918,0.686674,1.553813,0.593839,0.909858,1.44886,0.573236,1.125206,1.35467,0.61338,0.691094,1.717359,0.665188,0.901232,1.589676,0.715004,1.103287,1.466905,0.252884,0.432414,1.911837,0.248702,0.540423,1.861479,0.243785,0.652564,1.808557,0.279883,0.564252,1.96298,0.300294,0.689475,2.011995,0.339691,0.793075,1.867515,0.217521,0.516593,1.759977,0.196031,0.660366,1.621061,0.297188,0.731031,1.614924,0.257955,0.780519,1.821938,0.227811,1.007714,1.866052,0.199597,1.227941,1.868699,0.208816,0.746602,1.67987,0.265845,0.968229,1.656136,0.285485,1.189773,1.638486
883,0.600389,0.341059,1.668813,0.604652,0.453693,1.662469,0.6085,0.57206,1.658572,0.606252,0.451747,1.537182,0.590414,0.603301,1.395978,0.494834,0.708191,1.367764,0.603053,0.455639,1.787755,0.628015,0.617052,1.845634,0.605874,0.76916,1.844589,0.61392,0.68906,1.572773,0.595942,0.910076,1.452796,0.580411,1.122965,1.340796,0.611302,0.691699,1.736608,0.624464,0.880875,1.55009,0.63712,1.062774,1.370746,0.26741,0.433697,1.900196,0.26322,0.542622,1.856754,0.258284,0.656141,1.811383,0.289593,0.563685,1.964389,0.314755,0.697814,1.99317,0.381286,0.754999,1.853749,0.236847,0.521559,1.749119,0.218775,0.651363,1.606399,0.327467,0.692611,1.604665,0.269943,0.783549,1.836363,0.221506,1.005903,1.871278,0.175316,1.22059,1.884964,0.231271,0.754626,1.690931,0.284951,0.975885,1.643682,0.318968,1.192855,1.600836
884,0.598821,0.339452,1.684202,0.602617,0.451741,1.67611,0.606378,0.570083,1.670153,0.603996,0.448849,1.550798,0.587104,0.603136,1.410168,0.488488,0.705744,1.39399,0.601238,0.454633,1.801421,0.626203,0.616504,1.856371,0.603945,0.768589,1.852877,0.611421,0.690253,1.582253,0.591121,0.910486,1.458906,0.583356,1.130909,1.402906,0.609237,0.690315,1.746144,0.605021,0.865974,1.524976,0.600968,1.034877,1.312314,0.281479,0.437305,1.888125,0.277807,0.54714,1.850601,0.273345,0.661863,1.812672,0.299661,0.565082,1.963283,0.327302,0.695656,1.980869,0.410597,0.706247,1.860062,0.255953,0.529198,1.737918,0.244979,0.638197,1.588376,0.355949,0.65486,1.597131,0.282849,0.788377,1.848413,0.216996,0.996533,1.809862,0.15387,1.197125,1.76285,0.252176,0.764223,1.698708,0.302494,0.98394,1.627631,0.342078,1.197315,1.560582
885,0.598,0.341391,1.692678,0.600722,0.453588,1.67818,0.603268,0.571516,1.663623,0.601531,0.446691,1.553314,0.586816,0.604412,1.427045,0.493919,0.717531,1.418519,0.599913,0.460484,1.803045,0.623518,0.624145,1.845668,0.599721,0.77539,1.831698,0.609836,0.687064,1.585789,0.588162,0.910268,1.477389,0.584279,1.134458,1.449389,0.605286,0.693954,1.730722,0.589814,0.854926,1.482793,0.574937,1.009708,1.2444,0.294472,0.440031,1.882871,0.291811,0.54969,1.847483,0.287971,0.664968,1.812695,0.309582,0.566257,1.963591,0.341903,0.689282,1.978788,0.429874,0.662161,1.869354,0.27404,0.533124,1.731376,0.271101,0.627871,1.57264,0.381036,0.622528,1.593655,0.29559,0.791108,1.853825,0.21834,0.99174,1.785595,0.144158,1.184877,1.715018,0.271303,0.769096,1.700804,0.316264,0.990662,1.625446,0.355097,1.204762,1.553632
886,0.597511,0.344338,1.707072,0.59792,0.455645,1.685826,0.598061,0.572997,1.663446,0.599089,0.445116,1.561572,0.585063,0.602618,1.447342,0.513479,0.736937,1.434978,0.596751,0.466173,1.81008,0.616896,0.63163,1.841823,0.590022,0.781269,1.817743,0.605742,0.685199,1.56918,0.588749,0.914874,1.505194,0.586808,1.140948,1.491194,0.597438,0.697234,1.722322,0.575043,0.846331,1.456358,0.553509,0.989694,1.200624,0.308533,0.442903,1.873994,0.306685,0.552413,1.839686,0.303423,0.668001,1.806652,0.321823,0.568157,1.957802,0.357565,0.676426,1.974545,0.448047,0.628076,1.875318,0.291546,0.536668,1.72157,0.298379,0.619185,1.559218,0.404212,0.591855,1.595254,0.309979,0.793901,1.850856,0.227712,0.991011,1.766419,0.148657,1.180651,1.682744,0.289657,0.773137,1.69579,0.332545,0.995634,1.619574,0.371583,1.210102,1.546613
887,0.595763,0.343712,1.720129,0.59554,0.454824,1.694761,0.595109,0.571819,1.66775,0.596584,0.442123,1.570895,0.583479,0.603656,1.469092,0.539297,0.754389,1.44873,0.594495,0.467525,1.818627,0.613926,0.633749,1.843757,0.586322,0.782793,1.813899,0.598748,0.681376,1.564421,0.577853,0.879576,1.469998,0.576882,1.106592,1.462997,0.593995,0.69712,1.721741,0.572904,0.865891,1.482699,0.552625,1.02817,1.252851,0.323646,0.444487,1.863305,0.323754,0.553638,1.82833,0.322332,0.669296,1.79525,0.337749,0.569097,1.947342,0.387405,0.659784,1.959359,0.471759,0.585679,1.869456,0.30976,0.538179,1.709318,0.325577,0.608607,1.547768,0.428158,0.568159,1.595275,0.33002,0.79507,1.839995,0.234711,0.985393,1.774468,0.143092,1.168451,1.710219,0.311455,0.774765,1.684048,0.356283,0.996413,1.605673,0.398286,1.209799,1.530475
888,0.594451,0.346181,1.731344,0.595212,0.457583,1.705692,0.596125,0.574594,1.678213,0.595054,0.44468,1.581803,0.584406,0.60913,1.489175,0.556396,0.768652,1.46792,0.59537,0.470486,1.82958,0.617232,0.636342,1.853422,0.59139,0.786057,1.823841,0.598629,0.6836,1.57206,0.577548,0.867575,1.46579,0.5807,1.094934,1.465822,0.597142,0.700042,1.731752,0.57342,0.872951,1.496954,0.550609,1.039209,1.271186,0.341797,0.440727,1.85093,0.341112,0.549339,1.815806,0.338822,0.66498,1.7826,0.353332,0.565048,1.935618,0.420934,0.641819,1.940348,0.497556,0.547042,1.862102,0.328892,0.533629,1.695994,0.354447,0.597885,1.541119,0.455048,0.54825,1.593824,0.344504,0.790898,1.827744,0.239881,0.974327,1.768149,0.139295,1.150728,1.710225,0.32839,0.770308,1.670897,0.370876,0.992877,1.592669,0.411178,1.207017,1.517531
889,0.593796,0.346812,1.742031,0.596271,0.457872,1.714602,0.59909,0.57463,1.685167,0.593541,0.444236,1.591072,0.585272,0.609829,1.501259,0.567401,0.773854,1.477923,0.599,0.471507,1.838132,0.624693,0.636609,1.857633,0.601444,0.787051,1.827509,0.600972,0.682688,1.57612,0.580496,0.859379,1.462897,0.588993,1.086663,1.462873,0.603694,0.700305,1.736513,0.570444,0.877576,1.513153,0.538473,1.04803,1.298383,0.358665,0.438592,1.840445,0.356452,0.547137,1.805979,0.353052,0.662894,1.774045,0.364902,0.562351,1.927085,0.435417,0.633213,1.931112,0.52293,0.553519,1.855653,0.348003,0.531923,1.684874,0.384871,0.584318,1.536123,0.485239,0.531474,1.59293,0.355168,0.788602,1.821308,0.245159,0.966534,1.757014,0.139388,1.137637,1.694883,0.344051,0.768682,1.662841,0.384257,0.993002,1.591409,0.422641,1.20876,1.522765
